-1034.718986, -937.418134, 0.0;
-1034.718496, -947.390634, 0.0;
-1034.718007, -957.363133, 0.0;
-1034.717517, -967.335633, 0.0;
-1034.717028, -977.308133, 0.0;
-1034.716539, -987.280633, 0.0;
-1034.716049, -997.253133, 0.0;
-1034.71556, -1007.225633, 0.0;
-1034.71556, -1007.225633, 0.0;
-1024.748495, -1007.747494, 0.0;
-1014.78143, -1008.269356, 0.0;
-1004.814366, -1008.791217, 0.0;
-994.847301, -1009.313078, 0.0;
-984.880237, -1009.83494, 0.0;
-974.913172, -1010.356801, 0.0;
-964.946107, -1010.878662, 0.0;
-954.979043, -1011.400524, 0.0;
-945.011978, -1011.922385, 0.0;
-935.044913, -1012.444246, 0.0;
-925.077849, -1012.966107, 0.0;
-915.110784, -1013.487969, 0.0;
-905.143719, -1014.00983, 0.0;
-895.176655, -1014.531691, 0.0;
-885.20959, -1015.053553, 0.0;
-875.242525, -1015.575414, 0.0;
-865.275461, -1016.097275, 0.0;
-855.308396, -1016.619137, 0.0;
-845.341331, -1017.140998, 0.0;
-835.374267, -1017.662859, 0.0;
-825.407202, -1018.18472, 0.0;
-815.440138, -1018.706582, 0.0;
-805.473073, -1019.228443, 0.0;
-795.506008, -1019.750304, 0.0;
-785.538944, -1020.272166, 0.0;
-775.571879, -1020.794027, 0.0;
-765.604814, -1021.315888, 0.0;
-755.63775, -1021.83775, 0.0;
-745.670685, -1022.359611, 0.0;
-735.70362, -1022.881472, 0.0;
-725.736556, -1023.403333, 0.0;
-715.769491, -1023.925195, 0.0;
-705.802426, -1024.447056, 0.0;
-695.835362, -1024.968917, 0.0;
-685.868297, -1025.490779, 0.0;
-675.901233, -1026.01264, 0.0;
-665.934168, -1026.534501, 0.0;
-655.967103, -1027.056363, 0.0;
-646.000039, -1027.578224, 0.0;
-636.032974, -1028.100085, 0.0;
-626.065909, -1028.621946, 0.0;
-616.098845, -1029.143808, 0.0;
-606.13178, -1029.665669, 0.0;
-596.164715, -1030.18753, 0.0;
-586.197651, -1030.709392, 0.0;
-576.230586, -1031.231253, 0.0;
-566.263521, -1031.753114, 0.0;
-556.296457, -1032.274976, 0.0;
-546.329392, -1032.796837, 0.0;
-536.362327, -1033.318698, 0.0;
-526.395263, -1033.840559, 0.0;
-516.428198, -1034.362421, 0.0;
-506.461134, -1034.884282, 0.0;
-496.494069, -1035.406143, 0.0;
-486.527004, -1035.928005, 0.0;
-476.55994, -1036.449866, 0.0;
-466.592875, -1036.971727, 0.0;
-456.62581, -1037.493589, 0.0;
-446.658746, -1038.01545, 0.0;
-436.691681, -1038.537311, 0.0;
-426.724616, -1039.059172, 0.0;
-416.757552, -1039.581034, 0.0;
-406.790487, -1040.102895, 0.0;
-396.823422, -1040.624756, 0.0;
-386.856358, -1041.146618, 0.0;
-376.889293, -1041.668479, 0.0;
-366.922228, -1042.19034, 0.0;
-356.955164, -1042.712202, 0.0;
-346.988099, -1043.234063, 0.0;
-337.021035, -1043.755924, 0.0;
-327.05397, -1044.277785, 0.0;
-317.086905, -1044.799647, 0.0;
-307.119841, -1045.321508, 0.0;
-297.152776, -1045.843369, 0.0;
-287.185711, -1046.365231, 0.0;
-277.218647, -1046.887092, 0.0;
-267.251582, -1047.408953, 0.0;
-257.284517, -1047.930815, 0.0;
-247.317453, -1048.452676, 0.0;
-237.350388, -1048.974537, 0.0;
-227.383323, -1049.496398, 0.0;
-217.416259, -1050.01826, 0.0;
-207.449194, -1050.540121, 0.0;
-197.482129, -1051.061982, 0.0;
-187.515065, -1051.583844, 0.0;
-177.548, -1052.105705, 0.0;
-167.580936, -1052.627566, 0.0;
-157.613871, -1053.149428, 0.0;
-147.646806, -1053.671289, 0.0;
-137.679742, -1054.19315, 0.0;
-127.712677, -1054.715011, 0.0;
-117.745612, -1055.236873, 0.0;
-107.778548, -1055.758734, 0.0;
-97.811483, -1056.280595, 0.0;
-87.844418, -1056.802457, 0.0;
-77.877354, -1057.324318, 0.0;
-67.910289, -1057.846179, 0.0;
-57.943224, -1058.368041, 0.0;
-47.97616, -1058.889902, 0.0;
-38.009095, -1059.411763, 0.0;
-28.042031, -1059.933624, 0.0;
-18.074966, -1060.455486, 0.0;
-8.107901, -1060.977347, 0.0;
1.859163, -1061.499208, 0.0;
11.826228, -1062.02107, 0.0;
21.793293, -1062.542931, 0.0;
31.760357, -1063.064792, 0.0;
41.727422, -1063.586654, 0.0;
51.694487, -1064.108515, 0.0;
61.661551, -1064.630376, 0.0;
71.628616, -1065.152237, 0.0;
81.595681, -1065.674099, 0.0;
91.562745, -1066.19596, 0.0;
101.52981, -1066.717821, 0.0;
111.496875, -1067.239683, 0.0;
121.463939, -1067.761544, 0.0;
131.431004, -1068.283405, 0.0;
141.398068, -1068.805266, 0.0;
151.365133, -1069.327128, 0.0;
161.332198, -1069.848989, 0.0;
171.299262, -1070.37085, 0.0;
181.266327, -1070.892712, 0.0;
191.233392, -1071.414573, 0.0;
191.233392, -1071.414573, 0.0;
190.85653, -1078.612861, 0.0;
190.479667, -1085.811148, 0.0;
190.102805, -1093.009436, 0.0;
190.102805, -1093.009436, 0.0;
200.022959, -1093.717604, 0.0;
209.943113, -1094.425773, 0.0;
219.863266, -1095.133941, 0.0;
229.78342, -1095.84211, 0.0;
239.703574, -1096.550278, 0.0;
249.623727, -1097.258447, 0.0;
259.543881, -1097.966615, 0.0;
269.464035, -1098.674784, 0.0;
279.384188, -1099.382953, 0.0;
289.304342, -1100.091121, 0.0;
299.224495, -1100.79929, 0.0;
309.144649, -1101.507458, 0.0;
319.064803, -1102.215627, 0.0;
328.984956, -1102.923795, 0.0;
338.90511, -1103.631964, 0.0;
348.825264, -1104.340132, 0.0;
358.745417, -1105.048301, 0.0;
368.665571, -1105.756469, 0.0;
378.585725, -1106.464638, 0.0;
388.505878, -1107.172806, 0.0;
398.426032, -1107.880975, 0.0;
408.346186, -1108.589143, 0.0;
418.266339, -1109.297312, 0.0;
428.186493, -1110.00548, 0.0;
438.106647, -1110.713649, 0.0;
448.0268, -1111.421818, 0.0;
457.946954, -1112.129986, 0.0;
467.867108, -1112.838155, 0.0;
477.787261, -1113.546323, 0.0;
487.707415, -1114.254492, 0.0;
497.627569, -1114.96266, 0.0;
507.547722, -1115.670829, 0.0;
517.467876, -1116.378997, 0.0;
527.38803, -1117.087166, 0.0;
537.308183, -1117.795334, 0.0;
547.228337, -1118.503503, 0.0;
557.148491, -1119.211671, 0.0;
567.068644, -1119.91984, 0.0;
576.988798, -1120.628008, 0.0;
586.908952, -1121.336177, 0.0
